City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
347,Tingi,TZ,-11.3,35.03,74.19,74,92,2.01,light rain
348,Esmeraldas,BR,-19.76,-44.31,64.4,93,75,3.36,mist
349,Aripuana,BR,-9.17,-60.63,71.58,97,100,1.41,overcast clouds
350,Barcelos,PT,41.54,-8.62,34.0,87,5,9.17,clear sky
351,Moindou,NC,-21.69,165.68,77.0,94,91,5.82,mist
352,Naze,JP,28.37,129.48,62.6,67,75,14.99,broken clouds
353,Ust-Tsilma,RU,65.44,52.15,0.28,92,99,7.49,overcast clouds
354,Turinskaya Sloboda,RU,57.62,64.39,-10.84,89,100,11.12,light snow
355,Redmond,US,47.67,-122.12,39.99,94,100,7.54,heavy intensity rain
356,Prince George,CA,53.92,-122.75,35.01,86,75,12.75,broken clouds
357,Witu,KE,-2.39,40.44,86.0,66,20,3.36,few clouds
358,Souillac,MU,-20.52,57.52,82.4,61,75,13.87,shower rain
359,Luorong,CN,24.41,109.61,66.09,31,14,8.32,few clouds
360,Margate,GB,51.38,1.39,39.99,90,98,4.0,moderate rain
361,Zhezkazgan,KZ,47.8,67.71,-1.3,90,51,10.58,broken clouds
362,Kuchera,IN,26.98,73.97,73.63,35,0,4.59,clear sky
363,Labuhan,ID,-6.88,112.21,84.65,75,69,8.99,broken clouds
364,San Angelo,US,31.46,-100.44,44.01,60,1,13.87,clear sky
365,Sinnamary,GF,5.38,-52.95,76.75,87,41,12.95,scattered clouds
366,Narsaq,GL,60.92,-46.05,30.2,80,97,16.11,light shower snow
367,Saldanha,ZA,-33.01,17.94,80.6,42,0,4.7,clear sky
368,Boldva,HU,48.22,20.8,39.2,69,0,5.82,clear sky
369,Dillon,US,34.42,-79.37,64.99,100,90,12.75,light rain
370,Hambantota,LK,6.12,81.12,80.6,94,75,6.93,light rain
371,Qiongshan,CN,20.01,110.35,64.4,72,90,11.18,overcast clouds
372,Karanpura,IN,29.1,75.09,74.93,43,1,9.53,clear sky
373,Izumo,JP,35.37,132.77,41.0,56,75,11.41,broken clouds
374,Beirut,LB,33.89,35.49,62.01,63,20,3.36,few clouds
375,Longyearbyen,SJ,78.22,15.64,35.6,64,40,29.97,light snow
376,Lira,UG,2.23,32.91,82.09,46,88,7.31,overcast clouds
377,La Ronge,CA,55.1,-105.28,14.0,92,100,3.36,overcast clouds
378,Mitu,CO,1.2,-70.17,71.31,98,99,2.13,overcast clouds
379,Nuevo Progreso,MX,23.17,-97.95,61.0,55,15,5.01,few clouds
380,Sao Filipe,CV,14.9,-24.5,73.65,76,99,3.53,overcast clouds
381,Nokaneng,BW,-19.67,22.27,73.36,79,100,13.58,light rain
382,Shimonoseki,JP,33.95,130.95,42.8,52,20,18.34,few clouds
383,Pacific Grove,US,36.62,-121.92,53.6,100,90,2.8,mist
384,Villamontes,BO,-21.25,-63.5,73.29,78,100,3.67,moderate rain
385,Nantucket,US,41.28,-70.1,41.0,71,90,14.99,overcast clouds
386,Balkanabat,TM,39.51,54.37,42.76,60,2,1.39,clear sky
387,Ponta Do Sol,PT,32.67,-17.1,59.0,62,75,6.93,broken clouds
388,La Sarre,CA,48.8,-79.2,25.68,98,100,10.42,overcast clouds
389,Charters Towers,AU,-20.1,146.27,77.49,83,100,12.71,light rain
390,Tautira,PF,-17.73,-149.15,80.6,61,20,4.7,light rain
391,Ontario,US,34.06,-117.65,53.6,81,40,0.36,scattered clouds
392,Semnan,IR,35.57,53.4,48.16,43,0,1.25,clear sky
393,Dzaoudzi,YT,-12.79,45.27,80.6,88,40,3.36,light rain
394,Homer,US,59.64,-151.55,26.01,92,1,2.51,clear sky
395,Belvidere,US,42.26,-88.84,28.99,98,100,6.11,overcast clouds
396,Marevo,RU,57.31,32.08,27.61,98,46,6.2,scattered clouds
397,Rosiile,RO,44.87,23.93,44.01,93,90,12.75,moderate rain
398,Mubi,NG,10.27,13.26,83.1,18,0,3.89,clear sky
399,Mizan Teferi,ET,6.98,35.58,78.44,47,99,1.95,light rain
400,Kirakira,SB,-10.45,161.92,81.81,74,95,5.66,overcast clouds
401,Loandjili,CG,-4.76,11.86,75.2,88,40,2.24,scattered clouds
402,Wanning,CN,18.8,110.4,66.43,83,100,13.98,overcast clouds
403,Port Blair,IN,11.67,92.75,81.41,69,0,15.28,clear sky
404,Pingliang,CN,35.54,106.69,30.0,46,0,3.0,clear sky
405,San Policarpo,PH,12.18,125.51,81.68,82,96,15.17,overcast clouds
406,Uda,RO,44.92,24.57,48.0,74,99,11.95,overcast clouds
407,Laguna,US,38.42,-121.42,50.0,93,75,4.07,mist
408,Kampong Chhnang,KH,12.17,104.55,83.93,53,32,9.01,scattered clouds
409,Cabedelo,BR,-6.98,-34.83,77.0,88,20,4.7,few clouds
410,Havre-Saint-Pierre,CA,50.23,-63.6,5.0,84,1,4.7,clear sky
411,Moses Lake,US,47.13,-119.28,50.0,61,1,19.46,clear sky
412,Conde,BR,-7.26,-34.91,77.0,88,20,4.7,few clouds
413,Otaru,JP,43.19,141.0,21.99,92,75,2.24,light shower snow
414,Jatiroto,ID,-7.88,111.12,78.12,81,100,6.69,moderate rain
415,Koundara,GN,12.48,-13.3,68.67,89,0,2.89,clear sky
416,Lumphat,KH,13.49,106.98,89.47,42,36,7.09,scattered clouds
417,Pabrade,LT,55.0,25.78,32.0,100,90,6.93,light snow
418,Tiznit,MA,29.58,-9.5,48.29,69,89,1.23,overcast clouds
419,Ngunguru,NZ,-35.62,174.5,66.99,82,96,4.38,overcast clouds
420,Grindavik,IS,63.84,-22.43,44.6,100,90,21.92,light intensity drizzle
421,Roald,NO,62.58,6.13,30.2,74,0,9.17,clear sky
422,Lodja,CD,-3.48,23.43,79.83,67,100,3.62,overcast clouds
423,Marau,BR,-28.45,-52.2,56.46,92,0,5.37,clear sky
424,Manuk Mangkaw,PH,4.8,119.85,83.23,71,56,5.12,broken clouds
425,Nome,US,64.5,-165.41,8.6,46,1,17.22,clear sky
426,Montoro,ES,38.02,-4.38,32.0,100,0,1.12,clear sky
427,Imbituba,BR,-28.24,-48.67,68.0,88,0,2.24,clear sky
428,Pafos,CY,34.77,32.42,63.0,59,0,3.36,clear sky
429,Los Palmitos,CO,9.38,-75.27,73.45,72,0,2.64,clear sky
430,Harrison,US,30.41,-89.04,41.0,86,1,7.14,clear sky
431,Forestville,US,38.85,-76.88,43.0,80,75,4.43,broken clouds
432,Ilulissat,GL,69.22,-51.1,17.6,72,100,9.17,light snow
433,Camabatela,AO,-8.19,15.38,70.12,90,94,2.91,light rain
434,Marsa Matruh,EG,31.35,27.25,64.22,78,34,3.6,scattered clouds
435,Sorland,NO,67.67,12.69,41.0,73,62,9.13,broken clouds
436,Kloulklubed,PW,7.04,134.26,80.6,83,75,14.99,moderate rain
437,Grand Forks,US,47.94,-97.43,23.0,100,1,9.17,clear sky
438,Tocopilla,CL,-22.09,-70.2,66.88,71,5,2.06,clear sky
439,Accrington,GB,53.75,-2.36,34.0,89,58,1.01,broken clouds
440,Comodoro Rivadavia,AR,-45.87,-67.5,66.2,34,0,17.22,clear sky
441,Kutum,SD,14.2,24.67,75.25,17,31,6.06,scattered clouds
442,Podyuga,RU,61.09,40.86,18.93,97,100,5.53,light snow
443,Pyra,RU,56.3,43.35,33.01,97,90,8.95,overcast clouds
444,Richmond,US,37.55,-77.46,46.4,87,90,8.05,overcast clouds
445,Najran,SA,17.49,44.13,66.2,48,0,6.93,clear sky
446,Broome,US,42.25,-75.83,30.99,86,90,5.82,overcast clouds
447,Urumqi,CN,43.8,87.6,6.8,77,75,6.71,mist
448,Nador,MA,35.17,-2.93,51.8,53,20,12.75,few clouds
449,Roma,US,43.21,-75.46,28.99,86,90,8.05,overcast clouds
450,Oriximina,BR,-1.77,-55.87,73.38,94,100,4.47,heavy intensity rain
451,Ahipara,NZ,-35.17,173.17,64.49,84,6,1.86,clear sky
452,Coquimbo,CL,-29.95,-71.34,57.2,87,2,2.24,clear sky
453,Kimbe,PG,-5.55,150.14,82.45,77,28,3.31,light rain
454,Acapulco,MX,16.86,-99.89,75.65,59,2,3.33,clear sky
455,Viking,CA,53.1,-111.77,39.2,64,99,17.22,overcast clouds
456,Sendhwa,IN,21.68,75.1,83.53,36,0,10.54,clear sky
457,Porto Murtinho,BR,-21.7,-57.88,75.24,62,0,3.04,clear sky
458,Durban,ZA,-29.86,31.03,75.2,69,0,10.29,clear sky
459,Brumado,BR,-14.2,-41.67,69.12,91,56,5.99,broken clouds
460,Preobrazheniye,RU,42.9,133.91,10.47,75,0,8.68,clear sky
461,Baghmara,IN,23.8,86.21,83.07,23,74,4.79,broken clouds
462,Yaan,NG,7.38,8.57,81.99,68,13,5.7,few clouds
463,Goulburn,AU,-34.75,149.72,77.0,78,100,8.05,overcast clouds
464,Koumac,NC,-20.57,164.28,79.97,84,100,9.6,overcast clouds
465,Dauphin,CA,51.15,-100.05,32.83,91,0,14.09,clear sky
466,Alyangula,AU,-13.85,136.42,84.2,79,98,5.82,overcast clouds
467,Ashland,US,40.82,-82.27,37.0,100,90,3.36,light rain
468,Tuatapere,NZ,-46.13,167.68,53.01,97,100,5.99,overcast clouds
469,Rio Gallegos,AR,-51.62,-69.22,48.2,61,0,8.05,clear sky
470,Kalmunai,LK,7.42,81.82,82.69,78,100,12.41,light rain
471,Batemans Bay,AU,-35.72,150.18,72.0,88,68,11.27,broken clouds
472,Kenitra,MA,34.26,-6.58,42.8,100,40,8.77,scattered clouds
473,Nacala,MZ,-14.54,40.67,89.6,59,75,9.17,light rain
474,Okha,RU,53.57,142.95,-15.05,88,100,12.64,overcast clouds
475,Guane,CU,22.2,-84.09,71.28,93,75,5.32,broken clouds
476,Kahului,US,20.89,-156.47,73.4,73,75,10.29,broken clouds
477,Trairi,BR,-3.28,-39.27,79.23,77,47,8.88,scattered clouds
478,Boo,SE,59.33,18.28,33.01,96,93,5.82,overcast clouds
479,Jacksonville,US,30.33,-81.66,70.0,94,90,4.7,moderate rain
480,Dhidhdhoo,MV,6.88,73.1,81.84,67,96,8.05,overcast clouds
481,Luena,AO,-11.78,19.92,69.8,83,20,9.17,few clouds
482,Gazanjyk,TM,39.24,55.52,38.1,75,0,4.85,clear sky
483,Chicama,PE,-7.84,-79.15,69.08,81,99,4.56,overcast clouds
484,Baherden,TM,38.44,57.43,38.7,71,0,3.78,clear sky
485,Touros,BR,-5.2,-35.46,77.0,88,75,4.7,broken clouds
486,Pa Sang,TH,18.53,98.94,86.0,44,0,3.36,clear sky
487,Shimoda,JP,34.67,138.95,46.4,70,40,4.7,scattered clouds
488,Namwala,ZM,-15.75,26.44,73.24,80,100,7.36,overcast clouds
489,Gilgit,PK,35.92,74.31,36.99,47,89,0.65,overcast clouds
490,Axim,GH,4.87,-2.24,80.42,80,64,6.58,light rain
491,Idar-Oberstein,DE,49.7,7.3,36.0,100,75,9.17,broken clouds
492,Vinukonda,IN,16.05,79.75,82.9,44,22,8.79,few clouds
493,Hami,CN,42.8,93.45,21.99,75,13,4.27,few clouds
494,Wukari,NG,7.85,9.78,83.64,62,10,6.08,clear sky
495,Chalus,IR,36.66,51.42,48.2,66,75,2.24,broken clouds
496,Pulaski,US,34.77,-92.3,33.01,88,1,4.7,clear sky
497,Bilma,NE,18.69,12.92,78.26,16,0,2.91,clear sky
498,Mersing,MY,2.43,103.84,71.6,94,40,3.36,heavy intensity rain
499,Viedma,AR,-40.81,-63.0,82.0,44,55,7.0,broken clouds
500,Biltine,TD,14.53,20.92,86.72,13,41,9.98,scattered clouds
501,Bambanglipuro,ID,-7.95,110.28,82.35,75,100,8.08,overcast clouds
502,Lesnoy,RU,57.62,63.08,-6.52,91,100,10.96,light snow
503,Pangnirtung,CA,66.15,-65.71,-19.28,79,3,2.13,clear sky
504,Wellington,NZ,-41.29,174.78,64.4,77,66,18.34,broken clouds
505,Dongying,CN,37.46,118.49,34.63,75,0,7.23,clear sky
506,Nuuk,GL,64.18,-51.72,24.8,100,100,11.41,light snow
507,Usinsk,RU,65.99,57.53,-5.46,89,36,6.93,scattered clouds
508,Waddan,LY,29.16,16.14,62.01,36,50,2.21,scattered clouds
509,Te Anau,NZ,-45.42,167.72,52.3,90,91,0.69,overcast clouds
510,Fare,PF,-16.7,-151.02,80.2,76,1,18.03,light rain
511,Bireun,ID,5.2,96.7,79.09,83,100,8.9,overcast clouds
512,Hearst,CA,49.68,-83.67,30.2,92,100,10.29,overcast clouds
513,Port-Cartier,CA,50.03,-66.87,19.4,85,9,5.82,clear sky
514,Richards Bay,ZA,-28.78,32.04,79.05,59,97,8.99,overcast clouds
515,Cowansville,CA,45.2,-72.75,26.01,92,78,1.12,broken clouds
516,Gamba,GA,-2.65,10.0,78.48,88,89,1.86,overcast clouds
517,Katsuura,JP,35.13,140.3,44.6,48,20,9.17,few clouds
518,Aykhal,RU,66.0,111.5,-31.0,73,0,6.71,clear sky
519,Seymchan,RU,62.88,152.43,-21.86,85,100,6.4,overcast clouds
520,Aitape,PG,-3.14,142.35,83.97,71,100,4.29,overcast clouds
521,Fort Nelson,CA,58.81,-122.7,-4.0,76,75,2.24,light snow
522,Turkmenabat,TM,39.07,63.58,19.4,100,90,2.24,mist
523,High Level,CA,58.52,-117.14,-0.4,84,75,8.05,light snow
524,Sakakah,SA,29.97,40.21,53.6,81,75,5.82,mist
525,Jibuti,DJ,11.5,42.5,76.44,49,15,15.43,few clouds
526,Williston,US,48.15,-103.62,32.0,92,0,10.27,clear sky
527,Pathein,MM,16.78,94.73,87.64,37,100,5.61,overcast clouds
528,Berlevag,NO,70.86,29.09,25.5,91,7,8.86,clear sky
529,Tabou,CI,4.42,-7.35,78.91,84,57,5.82,light rain
530,Vite,IN,17.28,74.55,82.67,40,0,9.71,clear sky
531,Cedar City,US,37.68,-113.06,21.2,67,1,4.7,clear sky
532,Magan,ES,39.97,-3.93,33.01,71,31,5.99,scattered clouds
533,Ballina,AU,-28.87,153.57,77.0,78,6,13.87,light rain
534,Tlayacapan,MX,18.93,-98.98,53.6,27,5,4.41,clear sky
535,Dumas,US,35.87,-101.97,24.8,53,1,8.05,clear sky
536,Zyryanka,RU,65.75,150.85,-23.21,86,100,15.84,light snow
537,Abu Dhabi,AE,24.47,54.37,66.2,82,20,4.7,few clouds
538,Fez,MA,34.04,-5.0,35.6,76,0,9.17,clear sky
539,Brae,GB,60.4,-1.35,41.0,80,7,8.05,clear sky
540,Talcahuano,CL,-36.72,-73.12,55.4,93,0,4.7,clear sky
541,Benalla,AU,-36.55,145.98,80.6,51,71,9.17,broken clouds
542,Latur,IN,18.4,76.58,83.88,24,24,8.46,few clouds
543,Labuan,MY,5.28,115.24,80.6,83,20,6.93,moderate rain
544,Boyolangu,ID,-8.12,111.89,82.31,72,100,10.31,overcast clouds
545,Caravelas,BR,-17.71,-39.25,73.9,87,100,7.81,overcast clouds
546,Sarangani,PH,5.4,125.46,82.89,78,100,21.09,heavy intensity rain
547,Bondo,CD,3.81,23.69,84.33,55,97,2.55,overcast clouds
548,San Cristobal,VE,7.77,-72.22,61.88,86,8,1.36,clear sky
549,Bulgan,MN,48.81,103.53,-7.19,85,79,2.21,broken clouds
550,Burgstadt,DE,50.92,12.82,33.01,95,100,9.64,overcast clouds
551,Tooele,US,40.53,-112.3,27.0,100,1,8.05,clear sky
552,Krasnyy Chikoy,RU,50.36,108.75,-5.19,85,100,7.63,overcast clouds
553,Tandil,AR,-37.32,-59.13,61.47,56,0,6.91,clear sky
554,Boa Vista,BR,2.82,-60.67,77.0,78,75,2.24,broken clouds
555,Port Macquarie,AU,-31.43,152.92,75.0,100,90,3.36,light rain
556,Biankouma,CI,7.74,-7.61,72.28,85,25,1.83,scattered clouds
557,Kalabo,ZM,-14.97,22.68,67.87,92,100,7.34,light rain
558,Anadyr,RU,64.75,177.48,-0.4,70,20,24.61,few clouds
559,Pilar,BR,-9.6,-35.96,71.6,94,0,3.36,clear sky
560,Turukhansk,RU,65.82,87.98,-12.53,90,100,10.36,light snow
561,Kismayo,SO,-0.36,42.55,84.24,62,63,14.97,broken clouds
562,Berndorf,AT,47.95,16.11,41.0,96,96,7.0,overcast clouds
563,Santa Cruz Cabralia,BR,-16.28,-39.02,75.2,83,20,4.7,few clouds
564,Waldoboro,US,44.1,-69.38,27.0,86,0,1.99,clear sky
565,Romny,UA,50.75,33.47,35.11,86,51,10.56,broken clouds
566,Sirnak,TR,37.52,42.46,51.8,57,0,6.93,clear sky
567,Kuryk,KZ,43.2,51.65,36.41,68,100,5.7,overcast clouds
568,Necochea,AR,-38.55,-58.74,66.99,69,0,13.22,clear sky
569,Goderich,CA,43.75,-81.72,30.2,80,100,6.93,overcast clouds
570,Dongsheng,CN,39.82,109.98,19.72,79,96,8.75,overcast clouds
571,Bara,NG,10.37,10.73,81.55,15,0,6.49,clear sky
572,Vaitape,PF,-16.52,-151.75,80.31,76,0,17.27,light rain
573,Adelaide,AU,-34.93,138.6,77.0,53,75,17.22,broken clouds
574,Sumisip,PH,6.42,121.97,80.6,88,75,4.7,light rain
575,Dingzhou,CN,38.51,115.0,33.8,22,0,4.47,clear sky
576,Valkeala,FI,60.94,26.8,28.4,92,90,8.05,light snow
577,Mayo,US,38.89,-76.51,41.0,80,1,4.7,clear sky
578,Walvis Bay,NA,-22.96,14.51,70.0,88,30,1.12,scattered clouds
579,Barabai,ID,-2.58,115.38,87.15,66,81,4.12,moderate rain
580,Zhanaozen,KZ,43.3,52.8,31.71,80,100,7.07,overcast clouds
581,Hobyo,SO,5.35,48.53,80.82,61,93,22.3,overcast clouds
582,Phan Thiet,VN,10.93,108.1,83.84,65,10,12.44,clear sky
583,Puerto Leguizamo,CO,-0.19,-74.78,70.34,99,76,1.3,broken clouds
584,Humaita,BR,-7.51,-63.02,73.02,98,100,2.35,overcast clouds
585,Nueva Germania,PY,-23.9,-56.57,68.54,63,0,2.62,clear sky
586,Almaznyy,RU,48.04,40.05,39.2,86,75,6.71,broken clouds
587,Clarksburg,US,39.28,-80.34,39.99,86,75,4.7,light rain
588,Lander,US,42.83,-108.73,21.2,62,1,4.7,clear sky
589,Tortoli,IT,39.93,9.66,44.6,75,75,14.99,broken clouds
590,Vila Franca Do Campo,PT,37.72,-25.43,59.0,93,75,23.04,light rain
591,Bourail,NC,-21.57,165.48,79.3,83,98,2.04,overcast clouds
592,Dubbo,AU,-32.25,148.62,84.2,48,40,6.93,scattered clouds
593,Ketchikan,US,55.34,-131.65,42.8,100,90,14.99,heavy intensity rain
594,Pop,UZ,40.87,71.11,24.8,85,90,4.7,fog
595,Maragogi,BR,-9.01,-35.22,76.12,82,35,7.11,scattered clouds
596,Ondangwa,NA,-17.92,15.95,75.2,50,0,3.36,clear sky
597,Biloela,AU,-24.42,150.5,81.91,60,100,13.6,overcast clouds
598,San Andres,CO,12.58,-81.7,80.6,78,16,13.87,few clouds
599,Boyuibe,BO,-20.42,-63.28,67.87,86,99,3.38,overcast clouds
600,Ojinaga,MX,29.57,-104.42,37.4,54,1,4.7,clear sky
601,Besikduzu,TR,41.05,39.23,53.6,76,20,3.36,few clouds
602,Salinas,US,36.68,-121.66,53.6,93,90,3.36,overcast clouds
603,Daru,PG,-9.08,143.21,84.52,75,100,4.88,overcast clouds
604,Svecha,RU,58.28,47.52,12.78,96,100,6.15,light snow
605,Klyuchi,RU,52.27,79.17,-22.0,85,0,4.88,clear sky
606,Vila Velha,BR,-20.33,-40.29,75.2,88,40,3.36,moderate rain
607,Turtas,RU,58.94,69.13,-18.96,86,0,7.16,clear sky
608,Mkushi,ZM,-13.62,29.39,66.67,90,100,1.25,light rain
609,Mayor Pablo Lagerenza,PY,-19.93,-60.77,76.32,65,89,4.27,overcast clouds
610,Okato,NZ,-39.2,173.88,63.0,79,59,1.99,broken clouds
611,Adrar,MR,20.5,-10.07,56.46,38,5,7.27,clear sky
612,Skara,SE,58.39,13.44,32.0,97,41,3.36,scattered clouds
613,Coolum Beach,AU,-26.53,153.1,80.01,78,14,7.76,few clouds
614,Shahrud,IR,36.42,54.98,46.18,43,0,4.0,clear sky
615,Sur,OM,22.57,59.53,73.22,38,0,18.61,clear sky
616,Matamoros,MX,25.53,-103.25,42.01,66,51,0.72,broken clouds
617,Aklavik,CA,68.22,-135.01,-4.0,83,100,9.17,light snow
618,Grand Gaube,MU,-20.01,57.66,81.0,65,0,8.01,clear sky
619,Vuktyl,RU,63.86,57.31,-0.8,92,100,5.17,overcast clouds
620,Diamantino,BR,-14.41,-56.45,71.69,88,21,1.45,light rain
621,Greenville,US,35.61,-77.37,55.99,93,90,6.93,moderate rain
622,Xichang,CN,27.9,102.26,64.0,17,99,2.3,overcast clouds
623,Kalininsk,RU,51.5,44.48,29.01,98,98,8.32,overcast clouds
624,Tadine,NC,-21.55,167.88,79.43,83,100,5.26,moderate rain
625,Kyshtovka,RU,56.55,76.63,-18.83,86,0,3.27,clear sky
626,Huejuquilla El Alto,MX,22.6,-103.87,39.15,64,32,0.56,scattered clouds
627,Bilibino,RU,68.05,166.44,-12.73,83,98,5.53,overcast clouds
628,Itacoatiara,BR,-3.14,-58.44,73.51,96,52,1.05,broken clouds
629,Norcasia,CO,5.58,-74.89,67.12,97,99,2.48,heavy intensity rain
630,Hohhot,CN,40.81,111.65,19.4,34,20,4.47,few clouds
631,Show Low,US,34.25,-110.03,21.2,62,1,6.93,clear sky
632,Mahajanga,MG,-15.72,46.32,89.6,49,20,12.75,few clouds
633,Marsh Harbour,BS,26.54,-77.06,74.41,75,100,10.85,overcast clouds
634,Wonthaggi,AU,-38.6,145.59,69.01,76,1,5.53,clear sky
635,Kaseda,JP,31.42,130.32,48.2,31,75,10.29,broken clouds
636,Camacupa,AO,-12.02,17.48,71.08,69,78,3.98,broken clouds
637,Asau,RO,46.43,26.4,36.0,69,57,4.16,broken clouds
638,Lloydminster,CA,53.28,-110.0,33.8,69,1,11.41,clear sky
639,Bijie,CN,27.31,105.29,37.29,77,96,4.43,overcast clouds
640,Neryungri,RU,56.67,124.65,-23.22,84,100,0.74,overcast clouds
641,Bemidji,US,47.47,-94.88,23.0,85,1,6.93,clear sky
642,Ocean City,US,39.28,-74.57,39.0,80,1,8.05,clear sky
643,Garbolovo,RU,60.34,30.5,33.01,80,84,6.2,broken clouds
644,Sambava,MG,-14.27,50.17,84.18,61,93,14.05,overcast clouds
645,Gizo,SB,-8.1,156.84,84.96,73,47,11.01,scattered clouds
646,Toropets,RU,56.5,31.64,25.45,98,7,4.72,clear sky
647,Svejbaek,DK,56.13,9.63,33.8,82,99,8.05,overcast clouds
648,Henties Bay,NA,-22.12,14.28,70.0,85,63,8.59,broken clouds
649,Ewa Beach,US,21.32,-158.01,75.2,83,1,4.7,clear sky
650,Port Hedland,AU,-20.32,118.57,95.0,59,33,19.46,scattered clouds
651,Launceston,AU,-41.45,147.17,60.8,67,90,8.05,light intensity shower rain
652,Banda Aceh,ID,5.56,95.32,82.99,74,98,14.72,overcast clouds
653,Puerto Madero,MX,14.72,-92.42,77.34,77,0,3.36,clear sky
654,Burgas,BG,42.51,27.47,50.0,100,90,8.05,overcast clouds
655,Ankazobe,MG,-18.32,47.12,73.4,60,75,11.41,broken clouds
656,Atbasar,KZ,51.8,68.33,-16.06,87,54,10.25,broken clouds
657,Broken Hill,AU,-31.95,141.43,82.4,37,75,12.75,broken clouds
658,Salinopolis,BR,-0.61,-47.36,79.34,83,70,10.27,light rain
659,Naryan-Mar,RU,67.67,53.09,-3.21,91,13,9.75,few clouds
660,Saint-Augustin,CA,51.23,-58.65,10.29,89,100,5.55,overcast clouds
661,Gimli,CA,50.63,-96.99,30.2,86,0,5.82,clear sky
662,Luoyang,CN,34.68,112.45,41.0,99,24,5.88,few clouds
663,Quelimane,MZ,-17.88,36.89,86.0,62,75,6.93,light rain
664,Erenhot,CN,43.65,111.98,-0.71,87,71,6.82,broken clouds
665,Jashpurnagar,IN,22.9,84.15,81.0,28,0,3.04,clear sky
666,Vestmannaeyjar,IS,63.44,-20.27,46.18,90,100,16.55,overcast clouds
667,Golden,US,39.76,-105.22,35.6,31,1,12.75,clear sky
668,Sorong,ID,-0.88,131.25,81.59,81,100,9.71,overcast clouds
669,La Tuque,CA,47.43,-72.78,14.0,100,0,1.12,clear sky
670,Port Arthur,CN,38.8,121.27,28.4,54,0,6.71,clear sky
671,Deming,US,32.27,-107.76,30.2,46,1,5.82,clear sky
672,Ishinomaki,JP,38.42,141.3,35.6,51,40,8.05,scattered clouds
673,Nola,IT,40.92,14.53,52.0,87,75,2.24,broken clouds
674,Millau,FR,44.08,2.92,33.01,92,90,11.41,overcast clouds
675,Lins,BR,-21.68,-49.74,66.81,91,0,9.57,clear sky
676,Nederland,US,29.97,-93.99,39.2,100,1,2.46,clear sky
677,Ostrovnoy,RU,68.05,39.51,15.91,94,100,8.46,overcast clouds
678,Sioux Lookout,CA,50.1,-91.92,26.6,86,75,11.41,broken clouds
679,Tampere,FI,61.5,23.79,26.01,92,90,8.05,light shower snow
680,Effingham,US,32.37,-81.33,68.0,94,90,11.41,light rain
681,Bongor,TD,10.28,15.37,82.92,17,0,7.09,clear sky
682,Malakal,SS,9.53,31.66,91.11,23,94,11.05,overcast clouds
683,Ravar,IR,31.27,56.81,48.78,35,0,4.05,clear sky
684,Petropavlovka,RU,50.61,105.32,-8.23,82,97,5.35,overcast clouds
685,Saint-Georges,GD,12.06,-61.75,75.2,73,20,11.41,light rain
686,Resistencia,AR,-27.46,-58.98,75.2,44,0,10.29,clear sky
687,Santo Antonio Do Ica,BR,-3.1,-67.94,72.61,98,100,2.48,overcast clouds
688,Sinjar,IQ,36.32,41.88,56.41,40,0,1.68,clear sky
689,Kolpashevo,RU,58.31,82.91,-21.26,86,85,8.03,overcast clouds
690,Wattegama,LK,6.8,81.48,80.6,94,75,6.93,moderate rain
691,Tuchola,PL,53.59,17.86,30.99,96,100,12.33,overcast clouds
692,Shingu,JP,33.73,135.98,44.6,52,40,17.22,scattered clouds
693,Steinbach,DE,50.17,8.57,37.4,74,90,9.17,overcast clouds
